TemperaturaMaxC,TemperaturaPromC,TemperaturaMinC,HumedadMax,HumedadProm,HumedadMin,VientoMaxKMXH,VientoPromKMXH,PrecipitacionMM,Eventos
36,27,19,49,26,11,23,8,0,0
36,28,20,56,31,15,23,8,0,0
36,28,20,64,37,14,23,8,0,0
36,28,20,53,30,11,23,8,0,0
36,28,20,49,27,12,23,8,0,0
36,28,20,60,36,11,23,8,0,0
36,28,20,47,27,16,23,8,0,0
36,27,18,49,27,6,23,8,0,0
36,27,18,56,29,15,24,8,0,0
36,27,19,49,23,9,24,8,0,0
36,26,15,42,23,9,24,8,0,0
36,26,17,49,27,10,26,8,0,0
36,27,18,53,31,12,26,8,0,0
36,26,16,48,27,11,27,8,0,0
36,27,18,43,24,6,27,8,0,0
36,27,18,53,28,7,27,8,0,0
36,26,14,67,32,5,27,8,0,0
36,27,18,73,36,14,29,8,0,0
36,27,19,60,30,11,29,8,0,0
36,27,19,64,38,16,32,8,0,0
36,28,20,60,33,17,16,10,0,0
36,28,20,53,34,17,16,10,0,0
36,26,17,59,31,17,19,10,0,0
36,27,19,57,34,16,19,10,0,0
36,26,17,45,28,16,19,10,0,0
36,28,21,53,33,19,19,10,0,0
36,28,21,49,29,15,21,10,0,0
36,31,26,42,25,12,21,10,0,0
36,27,18,60,33,6,21,10,0,0
36,27,19,50,26,7,21,10,0,0
36,27,19,50,28,11,23,10,0,0
36,28,21,49,30,18,23,10,0,0
36,27,18,42,25,13,24,10,0,0
36,28,21,53,32,18,24,10,0,0
36,28,21,53,29,14,24,10,0,0
36,26,15,45,23,4,24,10,0,0
36,27,17,52,28,9,24,10,0,0
36,28,19,56,30,12,24,10,0,0
36,27,18,40,22,9,26,10,0,0
36,27,19,60,32,14,26,10,0,0
36,27,19,49,28,9,27,10,0,0
36,27,18,49,25,11,27,10,0,0
36,26,17,48,27,14,27,10,0,0
36,26,17,52,24,4,27,10,0,0
36,26,17,34,22,12,29,10,0,0
36,28,21,64,33,14,29,10,0,0
36,26,16,48,25,12,32,10,0,0
36,28,20,40,27,13,39,10,0,0
36,27,18,52,25,10,21,11,0,0
36,27,19,49,30,12,21,11,0,0
36,26,17,64,29,12,21,11,0,0
36,27,19,60,32,11,23,11,0,0
36,28,21,46,31,11,23,11,0,0
36,28,20,52,25,11,24,11,0,0
36,27,19,56,30,11,29,11,0,0
36,27,19,49,26,11,32,11,0,0
36,29,22,61,30,11,32,11,0,0
36,28,20,53,28,9,32,11,0,0
36,27,18,30,17,6,32,11,0,0
36,27,19,64,35,5,35,11,0,0
36,27,19,44,28,13,45,11,0,0
36,27,18,64,34,6,45,11,0,0
36,28,21,43,25,12,19,13,0,0
36,29,23,38,24,12,24,13,0,0
36,27,19,43,26,5,24,13,0,0
36,28,21,46,29,16,37,13,0,0
36,25,14,42,20,4,37,13,0,0
36,28,21,53,30,16,40,14,0,0
36,29,23,41,20,6,35,16,0,0
35,24,14,55,30,12,8,5,0,0
35,25,15,51,27,11,11,5,0,0
35,27,18,59,31,14,11,5,0,0
35,26,16,59,29,15,13,5,0,0
35,26,16,55,28,13,13,5,0,0
35,26,16,45,26,13,13,5,0,0
35,26,16,55,30,13,13,5,0,0
35,26,17,42,26,12,14,5,0,0
35,25,15,67,29,11,19,5,0,0
35,26,16,59,34,14,21,5,0,0
35,27,18,78,43,19,23,5,0,0
35,27,19,46,25,12,13,6,0,0
35,27,18,68,37,19,13,6,0,0
35,26,17,59,33,13,13,6,0,0
35,28,20,68,40,22,14,6,0,0
35,25,15,52,37,23,14,6,0,0
35,27,19,56,29,13,14,6,0,0
35,26,17,63,32,14,14,6,0,0
35,24,13,51,26,5,14,6,0,0
35,26,16,63,42,28,16,6,0,0
35,28,21,56,37,24,16,6,0,0
35,26,16,68,40,24,16,6,0,0
35,26,17,73,39,12,16,6,0,0
35,27,18,64,33,11,16,6,0,0
35,26,17,39,22,11,16,6,0,0
35,27,19,40,26,12,16,6,0,0
35,27,19,64,42,15,16,6,0,0
35,28,20,50,28,15,19,6,0,0
35,26,16,63,31,13,19,6,0,0
35,28,20,43,27,14,19,6,0,0
35,27,18,53,30,14,19,6,0,0
35,24,14,44,25,12,19,6,0,0
35,24,14,67,40,17,21,6,0,0
35,27,19,43,25,13,21,6,0,0
35,27,18,59,33,19,21,6,0,0
35,26,16,52,35,21,23,6,0,0
35,25,15,59,30,9,23,6,0,0
35,26,17,55,33,14,23,6,0,0
35,24,14,51,25,12,23,6,0,0
35,26,17,52,26,9,24,6,0,0
35,26,16,42,26,13,24,6,0,0
35,26,16,55,32,17,24,6,0,0
35,28,20,49,30,16,26,6,0,0
35,28,21,38,26,14,26,6,0,0
35,26,17,48,28,12,26,6,0,0
35,28,20,52,31,14,27,6,0,0
35,28,21,57,35,17,29,6,0,0
35,26,16,72,41,22,13,8,0,0
35,26,17,52,26,10,13,8,0,0
35,26,16,59,28,14,14,8,0,0
35,26,17,52,26,12,14,8,0,0
35,27,19,68,35,11,14,8,0,0
35,27,18,34,23,15,14,8,0,0
35,25,15,42,21,11,16,8,0,0
35,26,17,54,25,4,16,8,0,0
35,26,16,48,28,11,16,8,0,0
35,26,16,55,38,24,19,8,0,0
35,26,17,55,29,10,19,8,0,0
35,27,18,73,36,12,19,8,0,0
35,27,19,60,32,13,19,8,0,0
35,27,19,57,30,10,19,8,0,0
35,26,16,63,29,12,21,8,0,0
35,27,19,56,32,18,21,8,0,0
35,27,19,49,31,14,21,8,0,0
35,27,18,64,31,10,21,8,0,0
35,27,18,40,22,12,21,8,0,0
35,27,19,56,29,12,21,8,0,0
35,26,17,42,24,7,23,8,0,0
35,27,18,52,27,12,23,8,0,0
35,25,15,48,25,11,23,8,0,0
35,26,17,55,27,9,23,8,0,0
35,27,19,40,23,11,23,8,0,0
35,28,21,68,40,24,24,8,0,0
35,27,19,42,23,4,24,8,0,0
35,26,17,52,29,13,26,8,0,0
35,26,17,55,33,12,26,8,0,0
35,28,21,60,35,11,26,8,0,0
35,27,18,59,32,14,27,8,0,0
35,28,21,57,33,14,27,8,0,0
35,27,18,64,37,15,27,8,0,0
35,25,15,42,22,4,27,8,0,0
35,27,19,52,31,16,32,8,0,0
35,26,17,46,28,11,35,8,0,0
35,26,17,59,29,8,14,10,0,0
35,28,22,53,36,15,16,10,0,0
35,26,16,40,19,4,16,10,0,0
35,26,16,59,39,22,19,10,0,0
35,27,19,43,22,12,19,10,0,0
35,26,17,45,24,8,19,10,0,0
35,27,18,49,24,4,19,10,0,0
35,29,23,44,25,8,19,10,0,0
35,28,20,73,42,17,21,10,0,0
35,27,19,60,34,9,21,10,0,0
35,27,18,49,27,15,23,10,0,0
35,26,17,55,30,14,23,10,0,0
35,27,18,68,36,15,23,10,0,0
35,28,20,56,35,8,23,10,0,0
35,28,21,68,39,19,24,10,0,0
35,28,20,68,41,20,24,10,0,0
35,26,17,39,19,10,24,10,0,0
35,27,18,88,42,11,24,10,0,0
35,27,19,60,37,10,24,10,0,0
35,28,20,46,25,12,26,10,0,0
35,27,19,73,43,23,26,10,0,0
35,28,21,56,32,15,26,10,0,0
35,27,19,40,25,17,26,10,0,0
35,27,19,60,32,10,26,10,0,0
35,28,20,56,32,18,26,10,0,0
35,28,20,56,33,14,26,10,0,0
35,26,17,33,18,6,26,10,0,0
35,25,15,48,22,6,26,10,0,0
35,27,19,68,36,10,26,10,0,0
35,27,18,42,24,13,27,10,0,0
35,24,14,55,25,10,27,10,0,0
35,27,19,40,25,11,27,10,0,0
35,28,20,49,31,12,27,10,0,0
35,27,18,34,17,8,29,10,0,0
35,28,20,64,37,19,29,10,0,0
35,27,19,60,32,6,29,10,0,0
35,27,18,56,32,10,29,10,0,0
35,26,17,48,26,12,32,10,0,0
35,24,14,59,28,5,32,10,0,0
35,27,19,56,30,6,35,10,0,0
35,28,20,43,22,11,16,11,0,0
35,28,21,68,35,19,16,11,0,0
35,27,18,49,31,11,19,11,0,0
35,26,17,40,22,12,19,11,0,0
35,27,19,64,38,15,19,11,0,0
35,26,17,59,37,12,19,11,0,0
35,27,19,43,28,15,21,11,0,0
35,28,20,48,33,17,21,11,0,0
35,27,18,52,29,14,21,11,0,0
35,26,17,42,22,10,21,11,0,0
35,28,21,60,35,19,21,11,0,0
35,27,19,68,40,25,23,11,0,0
35,27,18,52,28,17,23,11,0,0
35,28,21,68,31,15,23,11,0,0
35,27,18,52,31,14,23,11,0,0
35,26,17,55,30,14,23,11,0,0
35,27,18,59,32,13,24,11,0,0
35,27,18,37,21,11,26,11,0,0
35,27,18,64,38,12,26,11,0,0
35,27,19,52,26,12,27,11,0,0
35,27,19,49,29,10,27,11,0,0
35,28,20,53,33,19,29,11,0,0
35,28,21,40,25,16,29,11,0,0
35,26,16,64,37,15,34,11,0,0
35,26,17,28,17,7,34,11,0,0
35,27,18,56,33,14,35,11,0,0
35,28,21,57,37,19,40,11,0,0
35,27,18,52,32,13,21,13,0,0
35,27,19,64,40,18,23,13,0,0
35,27,19,49,30,14,23,13,0,0
35,28,20,53,29,12,24,13,0,0
35,27,19,53,41,32,27,13,0,0
35,27,19,44,26,14,29,13,0,0
35,27,19,52,28,6,32,13,0,0
35,27,18,37,25,8,32,13,0,0
35,29,24,26,19,12,34,13,0,0
35,26,16,36,18,9,35,13,0,0
35,27,18,49,22,4,35,13,0,0
35,27,18,40,20,8,40,13,0,0
35,27,19,49,27,9,23,14,0,0
35,27,19,56,26,12,29,14,0,0
35,24,14,42,18,5,42,14,0,0
35,28,22,43,27,10,29,16,0,0
34,24,15,45,26,14,10,3,0,0
34,23,13,54,36,21,11,3,0,0
34,24,16,63,39,23,13,3,0,0
34,26,18,64,41,16,14,3,0,0
34,24,16,88,50,20,11,5,0,0
34,26,17,94,58,23,11,5,0,0
34,24,15,48,27,15,13,5,0,0
34,26,18,68,39,17,13,5,0,0
34,26,18,83,51,21,13,5,0,0
34,24,16,55,32,15,13,5,0,0
34,24,16,59,39,26,14,5,0,0
34,26,17,56,38,24,14,5,0,0
34,28,22,60,31,17,16,5,0,0
34,23,13,44,28,14,16,5,0,0
34,27,21,46,25,11,19,5,0,0
34,26,17,52,30,16,21,5,0,0
34,27,19,78,45,23,23,5,0,0
34,23,12,62,28,11,11,6,0,0
34,26,18,83,47,21,11,6,0,0
34,23,13,67,37,20,13,6,0,0
34,26,17,56,36,17,13,6,0,0
34,24,15,63,30,12,13,6,0,0
34,24,16,55,32,13,13,6,0,0
34,27,19,73,42,20,13,6,0,0
34,24,16,59,34,13,13,6,0,0
34,24,16,52,33,15,13,6,0,0
34,27,20,64,32,10,13,6,0,0
34,27,19,46,26,12,14,6,0,0
34,26,18,59,43,26,14,6,0,0
34,27,19,40,29,16,14,6,0,0
34,26,18,41,26,14,14,6,0,0
34,24,16,52,30,15,14,6,0,0
34,26,17,48,28,15,14,6,0,0
34,23,13,59,32,11,14,6,0,0
34,24,15,46,31,9,14,6,0,0
34,24,16,72,35,15,16,6,0,0
34,26,17,52,29,12,16,6,0,0
34,26,18,64,35,18,16,6,0,0
34,26,18,73,42,21,16,6,0,0
34,26,18,56,33,15,16,6,0,0
34,24,15,51,25,12,16,6,0,0
34,27,19,60,29,12,16,6,0,0
34,26,17,59,33,12,16,6,0,0
34,24,15,55,30,10,16,6,0,0
34,24,15,67,35,12,19,6,0,0
34,24,16,77,44,20,19,6,0,0
34,26,17,64,41,20,19,6,0,0
34,24,16,59,32,16,21,6,0,0
34,26,17,64,36,14,21,6,0,0
34,26,17,63,30,14,21,6,0,0
34,26,18,68,42,17,21,6,0,0
34,24,15,42,24,8,21,6,0,0
34,24,15,42,25,12,23,6,0,0
34,24,15,82,45,11,23,6,0,0
34,26,18,56,40,28,24,6,0,0
34,26,18,60,37,14,24,6,0,0
34,26,17,59,34,13,26,6,0,0
34,26,18,57,39,21,13,8,0,0
34,27,19,37,25,15,13,8,0,0
34,24,15,45,24,11,14,8,0,0
34,25,16,52,24,6,14,8,0,0
34,24,14,53,33,12,14,8,0,0
34,27,19,68,42,16,14,8,0,0
34,27,21,60,33,18,16,8,0,0
34,26,18,32,24,13,16,8,0,0
34,27,19,52,33,20,16,8,0,0
34,24,15,55,33,17,19,8,0,0
34,26,17,50,29,14,19,8,0,0
34,27,19,60,37,18,19,8,0,0
34,24,14,82,40,16,19,8,0,0
34,26,18,64,39,20,19,8,0,0
34,24,15,36,22,6,19,8,0,0
34,27,19,68,33,11,19,8,0,0
34,26,18,68,40,18,21,8,0,0
34,24,16,52,32,16,21,8,0,0
34,26,17,63,34,17,21,8,0,0
34,24,16,52,27,11,21,8,0,0
34,25,16,82,37,6,21,8,0,0
34,24,14,55,25,7,21,8,0,0
34,24,16,59,31,12,23,8,0,0
34,27,19,78,43,19,23,8,0,0
34,27,19,49,29,13,23,8,0,0
34,26,18,43,22,7,23,8,0,0
34,27,19,68,39,17,24,8,0,0
34,26,18,52,33,14,24,8,0,0
34,26,17,42,26,11,24,8,0,0
34,24,14,51,26,6,24,8,0,0
34,24,16,52,33,13,26,8,0,0
34,24,14,48,25,12,26,8,0,0
34,26,17,59,32,14,26,8,0,0
34,24,16,48,25,11,26,8,0,0
34,24,15,52,25,8,26,8,0,0
34,28,21,57,37,16,26,8,0,0
34,24,16,52,31,11,27,8,0,0
34,29,25,36,25,14,27,8,0,0
34,26,18,43,24,13,27,8,0,0
34,28,22,36,27,16,29,8,0,0
34,26,17,46,23,9,29,8,0,0
34,26,18,73,51,36,32,8,0,0
34,24,16,47,29,14,32,8,0,0
34,26,18,59,34,14,47,8,0,0
34,26,18,59,39,21,14,10,0,0
34,26,17,64,35,15,16,10,0,0
34,24,16,63,39,15,16,10,0,0
34,26,17,59,36,17,19,10,0,0
34,24,16,45,27,15,19,10,0,0
34,24,15,45,23,10,21,10,0,0
34,24,16,48,25,8,21,10,0,0
34,27,20,56,34,8,21,10,0,0
34,24,14,63,37,13,21,10,0,0
34,28,23,47,31,17,23,10,0,0
34,26,17,47,28,9,23,10,0,0
34,24,16,42,22,12,23,10,0,0
34,26,18,35,18,10,23,10,0,0
34,24,14,55,26,4,23,10,0,0
34,26,18,45,21,6,23,10,0,0
34,24,15,48,25,12,24,10,0,0
34,27,19,56,31,8,24,10,0,0
34,26,17,59,31,10,24,10,0,0
34,28,21,60,29,11,24,10,0,0
34,27,19,64,32,12,26,10,0,0
34,23,13,63,33,11,26,10,0,0
34,27,19,56,33,17,26,10,0,0
34,27,19,46,26,11,26,10,0,0
34,26,18,57,38,13,26,10,0,0
34,26,17,42,26,15,27,10,0,0
34,24,16,55,29,11,27,10,0,0
34,26,18,64,37,11,27,10,0,0
34,25,16,45,23,8,27,10,0,0
34,26,16,63,32,8,27,10,0,0
34,26,18,64,45,34,29,10,0,0
34,27,19,60,34,14,29,10,0,0
34,27,18,56,28,10,29,10,0,0
34,27,20,46,26,15,32,10,0,0
34,27,18,56,31,7,32,10,0,0
34,27,20,52,31,15,34,10,0,0
34,27,18,60,32,8,35,10,0,0
34,24,15,59,28,9,37,10,0,0
34,27,19,68,45,21,40,10,0,0
34,27,19,64,35,17,19,11,0,0
34,24,14,49,22,4,19,11,0,0
34,28,22,47,24,10,19,11,0,0
34,24,16,59,28,12,21,11,0,0
34,28,21,47,28,12,21,11,0,0
34,28,22,53,40,30,23,11,0,0
34,26,18,68,44,19,24,11,0,0
34,26,18,59,35,16,24,11,0,0
34,26,17,45,23,12,26,11,0,0
34,26,18,52,28,15,26,11,0,0
34,27,21,38,26,11,26,11,0,0
34,26,18,56,35,12,27,11,0,0
34,27,19,37,22,12,27,11,0,0
34,26,18,73,43,20,27,11,0,0
34,26,17,43,24,4,27,11,0,0
34,26,17,45,26,12,29,11,0,0
34,24,15,36,20,8,32,11,0,0
34,26,17,59,29,13,32,11,0,0
34,25,16,73,40,12,32,11,0,0
34,25,16,83,40,11,32,11,0,0
34,27,21,46,30,18,34,11,0,0
34,26,17,37,22,6,34,11,0,0
34,26,17,47,23,10,35,11,0,0
34,24,16,31,19,9,45,11,0,0
34,26,18,68,34,13,21,13,0,0
34,24,16,73,39,8,21,13,0,0
34,26,18,59,33,13,23,13,0,0
34,26,17,48,29,11,24,13,0,0
34,26,18,68,39,19,27,13,0,0
34,27,19,41,27,13,27,13,0,0
34,27,19,52,35,13,27,13,0,0
34,26,18,49,32,8,27,13,0,0
34,27,19,37,24,14,32,13,0,0
34,27,19,52,28,6,34,13,0,0
34,26,18,60,30,10,37,13,0,0
34,27,19,56,28,6,40,13,0,0
34,26,18,59,36,15,32,16,0,0
34,29,24,28,20,10,40,19,0,0
33,23,14,82,47,23,10,3,0,0
33,24,15,67,42,23,13,3,0,0
33,24,15,68,38,20,13,3,0,0
33,23,13,82,42,16,8,5,0,0
33,24,15,77,39,16,10,5,0,0
33,24,17,68,37,17,11,5,0,0
33,23,13,54,28,12,11,5,0,0
33,23,13,63,36,20,13,5,0,0
33,24,15,59,36,16,13,5,0,0
33,23,14,63,38,23,14,5,0,0
33,24,17,94,57,18,14,5,0,0
33,23,14,77,44,14,14,5,0,0
33,23,14,77,47,29,16,5,0,0
33,24,16,55,33,14,16,5,0,0
33,26,18,49,30,16,23,5,0,0
33,22,12,54,29,9,27,5,0,0
33,24,15,42,23,13,10,6,0,0
33,23,14,67,44,27,11,6,0,0
33,23,14,72,38,18,11,6,0,0
33,24,15,63,34,15,11,6,0,0
33,26,18,68,40,17,11,6,0,0
33,26,18,64,39,18,13,6,0,0
33,26,19,64,39,21,13,6,0,0
33,23,13,67,36,13,13,6,0,0
33,22,12,67,33,8,13,6,0,0
33,24,15,52,21,7,13,6,0,0
33,27,20,73,47,29,14,6,0,0
33,24,15,77,41,20,14,6,0,0
33,23,14,55,32,15,14,6,0,0
33,24,17,72,43,20,14,6,0,0
33,24,15,55,33,14,14,6,0,0
33,24,17,48,30,13,14,6,0,0
33,26,18,64,39,17,14,6,0,0
33,24,15,55,29,14,14,6,0,0
33,23,13,38,20,4,14,6,0,0
33,24,16,49,31,11,14,6,0,0
33,24,16,77,37,9,14,6,0,0
33,26,18,68,38,15,16,6,0,0
33,24,17,77,41,12,16,6,0,0
33,26,19,64,40,21,16,6,0,0
33,23,14,48,31,15,16,6,0,0
33,24,15,55,33,16,16,6,0,0
33,24,17,68,39,20,16,6,0,0
33,23,14,44,20,8,16,6,0,0
33,24,16,77,48,20,16,6,0,0
33,22,12,72,31,7,16,6,0,0
33,26,18,83,47,18,19,6,0,0
33,24,16,45,27,15,19,6,0,0
33,24,17,64,41,26,19,6,0,0
33,26,18,64,42,23,19,6,0,0
33,26,19,56,29,14,19,6,0,0
33,24,17,48,27,9,21,6,0,0
33,27,20,52,33,21,21,6,0,0
33,26,19,52,31,20,21,6,0,0
33,23,14,55,27,6,21,6,0,0
33,24,15,68,42,27,23,6,0,0
33,23,14,67,34,15,23,6,0,0
33,23,13,67,34,14,23,6,0,0
33,24,15,59,31,14,23,6,0,0
33,24,17,49,27,14,26,6,0,0
33,24,17,52,32,16,26,6,0,0
33,24,15,77,42,14,27,6,0,0
33,26,19,53,32,20,32,6,0,0
33,24,16,52,31,18,13,8,0,0
33,24,16,55,32,15,13,8,0,0
33,26,19,60,38,21,14,8,0,0
33,24,15,59,33,15,14,8,0,0
33,26,19,57,34,18,14,8,0,0
33,24,16,82,46,20,14,8,0,0
33,24,17,68,38,16,14,8,0,0
33,24,15,72,41,17,16,8,0,0
33,26,19,56,32,16,16,8,0,0
33,24,17,68,39,20,16,8,0,0
33,24,15,63,28,12,16,8,0,0
33,26,19,60,36,18,16,8,0,0
33,24,15,77,44,18,19,8,0,0
33,24,16,82,47,23,19,8,0,0
33,26,18,69,40,21,19,8,0,0
33,23,14,72,38,15,19,8,0,0
33,24,15,72,38,17,19,8,0,0
33,24,16,68,38,17,19,8,0,0
33,22,12,41,21,5,19,8,0,0
33,24,16,53,28,7,19,8,0,0
33,24,16,63,34,7,19,8,0,0
33,24,17,45,31,20,21,8,0,0
33,26,19,60,40,23,21,8,0,0
33,22,12,54,33,15,21,8,0,0
33,26,19,60,30,13,21,8,0,0
33,24,17,52,32,11,21,8,0,0
33,23,14,72,42,24,23,8,0,0
33,24,15,59,36,17,23,8,0,0
33,24,15,63,36,20,23,8,0,0
33,24,16,77,44,18,23,8,0,0
33,24,15,67,33,14,23,8,0,0
33,24,17,68,35,15,23,8,0,0
33,23,13,42,21,10,23,8,0,0
33,24,15,77,42,15,23,8,0,0
33,24,15,59,29,11,23,8,0,0
33,24,15,53,28,11,23,8,0,0
33,26,19,64,36,16,23,8,0,0
33,24,17,72,44,21,24,8,0,0
33,24,16,59,32,13,24,8,0,0
33,26,19,68,39,20,24,8,0,0
33,24,16,50,26,6,24,8,0,0
33,23,14,48,25,13,26,8,0,0
33,24,15,45,25,16,26,8,0,0
33,24,16,59,28,11,26,8,0,0
33,24,16,63,36,11,26,8,0,0
33,23,13,63,31,13,27,8,0,0
33,23,14,88,50,20,27,8,0,0
33,22,12,62,32,17,27,8,0,0
33,24,16,72,39,8,27,8,0,0
33,24,15,51,28,13,27,8,0,0
33,24,16,68,36,6,29,8,0,0
33,27,20,52,34,17,32,8,0,0
33,24,16,52,33,20,32,8,0,0
33,24,17,59,37,20,14,10,0,0
33,24,16,63,36,14,16,10,0,0
33,22,12,58,28,12,19,10,0,0
33,23,14,38,20,4,19,10,0,0
33,24,17,59,35,18,21,10,0,0
33,27,22,61,42,24,21,10,0,0
33,25,17,53,35,14,21,10,0,0
33,23,14,42,21,8,21,10,0,0
33,26,18,77,41,15,23,10,0,0
33,26,18,49,30,17,23,10,0,0
33,23,14,67,32,12,23,10,0,0
33,24,16,45,26,13,23,10,0,0
33,24,16,53,30,10,23,10,0,0
33,23,14,51,28,12,23,10,0,0
33,24,16,77,46,16,23,10,0,0
33,24,16,59,32,6,23,10,0,0
33,24,17,63,32,16,24,10,0,0
33,26,18,56,33,14,24,10,0,0
33,27,20,78,48,24,24,10,0,0
33,24,17,63,34,14,24,10,0,0
33,24,17,52,29,9,24,10,0,0
33,26,18,73,36,16,26,10,0,0
33,24,17,68,33,12,26,10,0,0
33,24,16,42,26,14,26,10,0,0
33,23,13,67,30,14,26,10,0,0
33,23,13,55,28,6,26,10,0,0
33,25,17,83,41,5,26,10,0,0
33,24,15,59,41,29,29,10,0,0
33,23,13,67,33,12,29,10,0,0
33,24,16,59,31,14,29,10,0,0
33,24,16,52,28,14,32,10,0,0
33,24,16,77,41,12,32,10,0,0
33,24,17,59,35,18,32,10,0,0
33,24,16,55,30,8,34,10,0,0
33,24,17,72,38,14,37,10,0,0
33,26,19,68,40,16,16,11,0,0
33,24,16,55,30,13,19,11,0,0
33,26,18,77,46,23,21,11,0,0
33,26,18,83,51,26,21,11,0,0
33,26,18,59,36,20,23,11,0,0
33,24,16,55,32,11,23,11,0,0
33,24,17,59,35,20,24,11,0,0
33,26,19,54,37,17,24,11,0,0
33,26,18,56,28,11,24,11,0,0
33,24,17,64,34,14,26,11,0,0
33,26,18,52,30,9,26,11,0,0
33,26,19,47,26,8,29,11,0,0
33,26,19,52,28,11,29,11,0,0
33,24,17,32,20,12,32,11,0,0
33,25,17,42,26,7,34,11,0,0
33,24,16,45,28,6,19,13,0,0
33,24,15,63,33,8,19,13,0,0
33,24,17,59,33,16,21,13,0,0
33,24,17,48,30,15,24,13,0,0
33,24,16,55,33,8,24,13,0,0
33,28,23,38,27,16,26,13,0,0
33,28,24,57,37,25,26,13,0,0
33,24,17,43,28,15,26,13,0,0
33,26,17,60,31,6,26,13,0,0
33,23,14,42,22,9,27,13,0,0
33,24,17,55,33,21,27,13,0,0
33,26,18,37,20,6,27,13,0,0
33,26,18,56,27,5,35,13,0,0
33,24,17,52,31,13,23,14,0,0
33,26,18,59,35,15,23,14,0,0
33,24,17,59,38,7,23,14,0,0
33,24,17,59,37,15,26,14,0,0
33,27,22,33,19,12,26,14,0,0
33,27,20,49,32,16,26,14,0,0
33,26,18,52,37,15,26,14,0,0
33,26,18,59,33,13,34,14,0,0
33,24,17,59,29,10,24,16,0,0
33,27,20,73,41,17,24,16,0,0
33,26,19,49,33,16,26,16,0,0
33,27,21,53,29,12,32,16,0,0
32,24,17,83,55,29,10,5,0,0
32,21,11,58,38,22,10,5,0,0
32,22,13,77,49,27,10,5,0,0
32,23,16,59,35,9,10,5,0,0
32,22,12,88,47,11,10,5,0,0
32,24,17,72,46,22,11,5,0,0
32,23,16,94,49,18,13,5,0,0
32,22,13,58,30,14,13,5,0,0
32,23,14,55,27,14,13,5,0,0
32,23,14,67,40,17,13,5,0,0
32,24,17,45,24,14,13,5,0,0
32,22,12,58,33,18,14,5,0,0
32,23,14,55,28,13,16,5,0,0
32,23,15,72,38,13,16,5,0,0
32,24,17,63,38,22,16,5,0,0
32,23,16,83,44,14,19,5,0,0
32,24,18,64,43,26,19,5,0,0
32,24,17,68,39,19,21,5,0,0
32,23,16,72,41,22,23,5,0,0
32,22,12,51,24,9,10,6,0,0
32,23,16,68,42,24,11,6,0,0
32,24,17,55,34,21,11,6,0,0
32,22,12,67,32,15,11,6,0,0
32,24,18,64,37,20,11,6,0,0
32,23,16,77,44,21,11,6,0,0
32,21,10,50,28,11,11,6,0,0
32,23,14,59,28,6,11,6,0,0
32,24,16,52,32,11,11,6,0,0
32,23,15,55,31,16,13,6,0,0
32,23,15,77,42,19,13,6,0,0
32,22,13,54,29,13,13,6,0,0
32,23,16,68,40,21,13,6,0,0
32,21,11,54,32,13,13,6,0,0
32,23,14,63,42,15,13,6,0,0
32,24,18,64,42,21,14,6,0,0
32,22,12,62,33,15,14,6,0,0
32,23,16,94,58,24,14,6,0,0
32,23,14,55,32,15,14,6,0,0
32,24,17,59,33,8,14,6,0,0
32,23,14,63,40,17,14,6,0,0
32,23,14,67,36,13,14,6,0,0
32,22,12,41,27,13,16,6,0,0
32,24,17,68,38,18,16,6,0,0
32,23,14,72,42,18,16,6,0,0
32,24,18,43,27,16,16,6,0,0
32,27,22,73,46,31,19,6,0,0
32,22,12,58,34,15,19,6,0,0
32,23,15,59,36,15,19,6,0,0
32,23,15,88,51,20,19,6,0,0
32,22,13,88,45,18,19,6,0,0
32,24,17,63,36,19,19,6,0,0
32,24,17,40,23,6,19,6,0,0
32,22,12,58,32,10,19,6,0,0
32,24,16,63,33,10,19,6,0,0
32,22,13,63,35,17,21,6,0,0
32,22,13,51,31,13,21,6,0,0
32,24,18,49,31,19,21,6,0,0
32,23,15,88,55,27,21,6,0,0
32,23,15,55,32,15,21,6,0,0
32,24,18,45,29,17,21,6,0,0
32,23,15,77,41,18,21,6,0,0
32,23,16,52,31,17,21,6,0,0
32,23,15,68,35,15,23,6,0,0
32,23,16,57,32,16,23,6,0,0
32,24,17,52,31,16,23,6,0,0
32,22,13,63,30,14,23,6,0,0
32,23,16,52,32,17,24,6,0,0
32,22,13,44,28,14,24,6,0,0
32,26,20,60,40,22,24,6,0,0
32,23,16,53,33,16,27,6,0,0
32,23,15,82,46,21,29,6,0,0
32,24,17,68,41,22,34,6,0,0
32,23,14,55,32,11,34,6,0,0
32,26,19,46,34,24,13,8,0,0
32,24,18,60,32,16,13,8,0,0
32,23,16,56,28,6,13,8,0,0
32,22,13,55,37,16,13,8,0,0
32,22,13,72,38,14,14,8,0,0
32,23,15,72,39,22,14,8,0,0
32,22,13,72,36,17,14,8,0,0
32,23,16,45,32,20,14,8,0,0
32,23,14,67,38,9,14,8,0,0
32,23,16,68,35,17,16,8,0,0
32,24,17,55,32,20,16,8,0,0
32,23,16,72,39,18,16,8,0,0
32,24,18,57,30,15,16,8,0,0
32,24,18,56,33,18,16,8,0,0
32,24,18,64,32,10,16,8,0,0
32,23,14,45,23,8,16,8,0,0
32,24,17,52,34,18,19,8,0,0
32,26,19,56,37,20,19,8,0,0
32,27,22,47,31,17,19,8,0,0
